title,address,city,state,zipcode,phone,type
CLASSIC SPIRITS,12558 N. GRAY RD.,CARMEL,IN,46033,3178467834,Package
WORLD MARKET-#198 M'VILLE,590-K RIVER HIGHWAY,MOORESVILLE,NC,28117,70465817300000000000,Package
WINE SOURCE (ESCROW),3601 ELM AVENUE,BALTIMORE,MD,21211,4677777,Package
PUBLIC,23 WITHERSPOON STREET,PRINCETON,NJ,08542,6099240750,Package
RED WAGON OF ROCHESTER,2940 S.ROCHESTER ROAD,ROCHESTER,MI,48307,2488529307,Package
WHOLE FOODS MARKET,10601 SAN JOSE BLVD,JACKSONVILLE,FL,32257,9042881100,Package
GOODY GOODY #17,6393 CAMP BOWIE BLVD.,FORT WORTH,TX,76116,8172891657,Package
BOTTLE WORKS,1710 N 45TH ST STE #3,SEATTLE,WA,98103,2066332437,Package
MARKET STREET #561,6100  ELDORADO PKWY W,MCKINNEY,TX,75070,9725485140,Package
GRAPE EXPECTATIONS W & S,2270 KEARNEY ST,DENVER,CO,80207,3033207783,Package
BOTTLE KING - GLENRIDGE,710 BLOOMFIELD AVE.,GLENRIDGE,NJ,07028,9737485033,Package
WALLABY'S LIQUOR WAREHOUSE,1550 S PARKER RD,DENVER,CO,80231,3033688445,Package
PROSPECT PARTY CENTER,9521-B US HWY 42,PROSPECT,KY,40059,5022283990,Package
LIQUOR BARN (ST MATT)905,4301 SHELBYVILLE RD,LOUISVILLE,KY,40207,5028977773,Package
GOODY GOODY #11,5285 HWY 121,THE COLONY,TX,75056,4693841610,Package
MARATHON CLOUGH,8345 CLOUGH PIKE,CINCINNATI,OH,45244,15134745666,Package
BOURBON STREET - 1 PHILLI,1217 ROUTE 22 WEST,PHILLIPSBURG,NJ,08865,9083879463,Package
WELLS DISCOUNT LIQ,6310 YORK RD,BALTIMORE,MD,21212,4352700,Package
TOWN HOUSE LIQUOR,115 WATCHUNG AVE.,UPPER MONTCLAIR,NJ,07043,9737442337,Package
MERCHANT'S WAREHOUSE,22250 MICHIGAN AVENUE,DEARBORN,MI,48124,3135638700,Package
WORLD OF BEER,23501 CINCO RANCH BLVD #B,KATY,TX,77494,3172130916,Package
COACH INSIGNIA,400 RENAISSANCE CTR,DETROIT,MI,48243,2486460370,Package
LA BOUTEILLE,10 NORTH TRADE STREET,TRYON,NC,28782,86426688710000000000,Package
Binny's - Orland Park,103A Orland Pk Plz,Orland Park,IL,604620000,7082269902,Package
AGAVE RESTAURANT,6400 GULF BLVD.,ST PETE BEACH,FL,337063718,7273672141,Package
GLENDALE LIQUORS - MERCER,4040 QUAKERBRIDGE RD.,MERCERVILLE,NJ,08619,6095870333,Package
WORLD OF BEER,1300 S. UNIVERSITY AVE,ANN ARBOR,MI,48104,7349132430,Package
SAMPLES PETE BRUESKE,6256 N 'W' STREET,PENSACOLA,FL,325220000,0,Package
VILLA SPIRIT SHOPPE,591 MIDDLE TURNPIKE,STORRS,CT,06268,8604296421,Package
TRIANGLE WINE COMPANY,3725 DAVIS DRIVE,MORRISVILLE,NC,27560,91975731000000000000,Package
TOTAL WINE & MORE #1405,2701 184TH ST SW STE 108,LYNNWOOD,WA,98037,9999999999,Package
SPEC'S LIQUOR #1,1420 KINGWOOD DR,KINGWOOD,TX,77339,2813597115,Package
LIGHTHOUSE BEER&WINE-WRIG,220 CAUSEWAY DRIVE,WRIGHTSVILLE BEAC,NC,28480,91025686220000000000,Package
PARTY MART,4808 BROWNSBORO RD,LOUISVILLE,KY,40207,5028930951,Package
WALKERS,86 BRIDGE STREET,LAMBERTVILLE,NJ,08530,6093970625,Package
TOTAL WINE & MORE #916,2550 NW FEDERAL HWY,STUART,FL,34994,0,Package
SPIRITS OF WESTWINDS,4333 CENTENNIAL BLVD,COLO SPGS,CO,80907,7195481844,Package
PARTY TOWN,6823 BURLINGTON PK,FLORENCE,KY,41042,3714466,Package
Whole Foods 15092,6020 N Cicero Ave,Chicago,IL,606460000,7732050100,Package
P P COBB GENERAL STORE,100 AVE A # 1C & 1D,FT PIERCE,FL,34950,7724669022,Package
WHOLE FOODS A2 (EFT),990 WEST EISENHOWER PKWAY,ANN ARBOR,MI,48103,7349977500,Package
201 CENTRAL #477,5939 WEDDINGTON MONROE RD,WESLEY CHAPEL,NC,28104,70482126860000000000,Package
STAGE HOUSE TAVERN,1719 AMWELL RD,SOMERSET,NJ,08873,7328733990,Package
JSW WINE & SPIRITS,2 CENTERTON RD,MT. LAUREL,NJ,08054,8564397300,Package
MT JULIET BEER COMPANY,11125 LEBANON PIKE,MT JULIET,TN,371220000,6157732124,Package
WHOLE FOODS MARKET,161 LEXING GREEN CIR #A3,LEXINGTON,KY,405033322,0,Package
G.B. RUSSO & SON,2770 29TH STREET,GRAND RAPIDS,MI,49512,6169422980,Package
ZIM CORP % MAC DOOGAL'S,701 DIVISION ST.,NASHVILLE,TN,372030000,2423863,Package
WOODMANS MARKET#29 V#7111,2400 DOUSMAN STREET,GREEN BAY,WI,54303,9204991480,Package
UNION JACKS/NORTH HILLS,2750 LIMEKILN PIKE,GLENSIDE,PA,19038,2158866014,Package
ATLAS VALLEY WINE AND SPIRITS,2770 ARAPAHOE #100,LAFAYETTE,CO,80026,7202871728,Package
LOCAL 44,4333-35 SPRUCE STREET,PHILADELPHIA,PA,19104,2152222337,Package
Kimbark Liquors,1214 E 53rd St,Chicago,IL,606150000,7734933355,Package
CHAN'S WINE WORLD-PCB(SPIRITS),11160 PANAMA CTY BCH PKY #402,PANAMA CITY BCH,FL,32407,8502492166,Package
HEB #639,1801 E 51ST ST,AUSTIN,TX,78723,0,Package
COLD SPRING BEVERAGE,773 DURHAM ROAD,WRIGHTSTOWN,PA,18940,2154936210,Package
BUB OMALLEY'S,157 E ROSEMARY ST,CHAPEL HILL,NC,27514,91994269030000000000,Package
BEER JUNCTION  THE,4511 CALIFORNIA AVE SW,SEATTLE,WA,98116,2062346921,Package
LONDON GRILL-KALAMAZOO,214 E. MICHIGAN,KALAMAZOO,MI,49001,2693819212,Package
CEDAR GROVE WINE & LIQUOR,120 CEDAR GROVE LANE,SOMERSET,NJ,08873,7325600009,Package
TOTAL WINE-#603HIGH PT RD,3503 HIGH POINT ROAD,GREENSBORO,NC,27407,33623523230000000000,Package
HONOR FAMILY MARKET,10625 MAIN ST,HONOR,MI,49640,2313253360,Package
MANCHESTER WINE & LIQUORS,1010 TOLLAND TURNPIKE,MANCHESTER,CT,06040,8606494750,Package
99 BOTTLES,35002 PACIFIC HWY A102,FEDERAL WAY,WA,98003,2538382558,Package
VALU MARKET,1250 BARDSTOWN RD,LOUISVILLE,KY,40204,5024592221,Package
WORLD OF BEER,8525 MILLS DR (STE #302-303),KENDALL,FL,33183,3053358283,Package
CHALET PREMIER,10000 MARKET ST,NORTH LIMA,OH,44452,5495228,Package
PARKS DRIVE INN LIQS,454 E BAY FRONT DRIVE,DEALE,MD,20751,4108674577,Package
SPEC'S LIQUOR #55,14315 CYPRESS ROSEHILL RD,CYPRESS,TX,77429,2813732999,Package
CANALS - BERLIN,RT. 73 & HARKER AVE.,BERLIN,NJ,08009,8567531881,Package
WOODMANS FOOD MARKET #37 OAK CREEK,8131 S HOWELL AV,OAK CREEK,WI,53154,4143764023,Package
WORLD MARKET-#127 CARY,2410 WALNUT STREET,RALEIGH,NC,27511,91985161040000000000,Package
JOSEPH'S LIQUOR,402 NORTH 4TH STREET,MANKATO,MN,56001,5073872604,Package
MARKET STREET #562,11999 DALLAS PKWY,FRISCO,TX,75034,2148721500,Package
DIVINO ITALIAN RESTURANT,1830 W ALABAMA,HOUSTON,TX,77098,7138071123,Package
WOODMANS FOOD MARKET #39 MENOMONEE,W124 N8145 HWY 145,MENOMONEE FALLS,WI,53051,2624154001,Package
HIGHLANDS WINE & LIQUOR,4650 W 38TH AVE # 100,DENVER,CO,80212,3033274972,Package
GIANT EAGLE 228 SLN MRKDS,34310 AURORA RD,SOLON,OH,44139,4402484400,Package
SONS OF LIBERTY TAVERN,204 NORTH MAIN STREET,RUTHERFORDTON,NC,28139,82828738950000000000,Package
ALAMO DRAFTHOUSE CINEMA,5701 W SLAUGHTER LN,AUSTIN,TX,78749,5128617000,Package
LIGHTHORSE TAVERN,199 WASHINGTON ST.,JERSEY CITY,NJ,07302,2019462028,Package
GABRIELS WINE & SPIRITS,4200 IH-35,SAN MARCOS,TX,78666,5127540257,Package
ANDERSON 42 MAUMEE    EFT,507 ILLINOIS AVE/FORD,MAUMEE,OH,43537,4198912620,Package
MILES FARMER MARKET,28560 MILES RD.,SOLON,OH,44139,4402485222,Package
BOTTLE KING - MANSFIELD,2028 ROUTE 57,MANSFIELD,NJ,07840,9086840822,Package
WAGON WHEEL LIQUORS,1051 LONG RIDGE ROAD,STAMFORD,CT,069030000,2033228382,Package
WHOLE FOODS BELLEVUE,888 116TH AVE NE,BELLEVUE,WA,98005,4254621400,Package
VALLEY DIS LIQUOR,555 MAIN STREET,ANSONIA,CT,06401,2037342229,Package
VILLAGE PUMP LIQS,4901 GREENBELT,COLLEGE PARK,MD,20740,3014748922,Package
CHURCHILLS,100   TENNESSEE N,MCKINNEY,TX,75093,9725622929,Package
QUICK CHEK LIQUOR STORE,41 OLD HIGHWAY 22,CLINTON,NJ,08809,9087359879,Package
KINGMA'S MARKET,2225 PLAINFIELD N.E,GRAND RAPIDS,MI,49505,6163637575,Package
GB FISH AND CHIPS,1311 S BROADWAY,DENVER,CO,80210,7205705103,Package
BELLEVIEW SQUARE WINE & SPIRIT,4920 SO. YOSEMITE,GREENWOOD VILLAG,CO,80111,3037701200,Package
FLYING SAUCER DRAUGHT EMP,15929 CITY WALK,SUGAR LAND,TX,77479,7132289472,Package
OAKVIEW PARTY STORE,42256 PALMER ROAD,CANTON,MI,48188,7343973630,Package
WHOLE FOODS EDM,2693 EDMONDSON RD,NORWOOD,OH,45209,15135318015,Package
LONDONER  THE,14930 MIDWAY,ADDISON,TX,75244,9724582444,Package
BREWERS OUTLET BUTLER,111 BUTLER AVE,LANCASTER,PA,17601,7173926882,Package
EASTMAN PARTY STORE,5205 EASTMAN AVENUE,MIDLAND,MI,48640,9898357991,Package
SHAWAN LIQUORS,11347 YORK ROAD,COCKEYSVILLE,MD,21030,5279463,Package
SPEC'S #160,4720 BRYANT IRVIN RD.,FORT WORTH,TX,76132,8172438400,Package
DENVER LIQUOR GALAXY,8968 E HAMPDEN AVE,DENVER,CO,80231,0,Package
HEB FOOD STORE #657,9503 JONES RD,HOUSTON,TX,77065,2818945361,Package
Whole Foods - Kingsbury,1550 N Kingsbury Ave,Chicago,IL,606420000,3125870648,Package
SUPER VALUE,625 MEARNS ROAD,WARMINSTER,PA,18974,2156727250,Package
JONATHAN RON'S - BRIELLE,629 HIGGINS AVENUE,BRIELLE,NJ,08730,7325288166,Package
MARKET SQUARE-TIMBERLANE***,1415 TIMBERLANE BL221,TALLAHASSEE,FL,32312,8508939636,Package
JOE CANALS-ENGLISH CREEK,6036 BLACK HORSE PIKE,EGG HARBOR TWP.,NJ,08234,6096413285,Package
COUNTRY FRESH MARKET,8315 BEECHMOUNT AVE,CHERRY GROVE,OH,45255,15134749167,Package
MARKET CROSS BREWERY,113 NORTH HANOVER STREET,CARLISLE,PA,17013,7172581234,Package
BRIDGE LAKE MARKET,9420 DIXIE HWY,CLARKSTON,MI,48348,2486254470,Package
BEVERAGE KIOSK #405,9 KEMAH WATERFRONT SUITE A,KEMAH,TX,77565,2815389285,Package
TOWAMENCIN BEVERAGE,1550 SUMNEYTOWN PIKE,KULPSVILLE,PA,19443,2153622358,Package
GATOR BEVERAGE  *******,1126 NW UNIVERSITY AVE,GAINESVILLE,FL,32601,3523366128,Package
BOTTLE REVOLUTION,4025 LAKE BOONE TRAIL,RALEIGH,NC,27607,91988546770000000000,Package
A & B LIQUOR,8463 DAVISON,DAVISON,MI,48423,8102141885,Package
Binny's - Des Plaines,767 Golf Rd,Des Plaines,IL,600160000,8479561000,Package
VINTAGE ESTATE WINE&BEER,7317 SOUTH AVE.,BOARDMAN,OH,44512,3306298080,Package
LIZARDVILLE COPLEY,79-A SPRINGSIDE DR,AKRON,OH,44333,13308065827,Package
GRAPEVINE FINE WINE&SPIRITS II,4738 S. FLORIDA AVE.,LAKELAND,FL,33813,8636482002,Package
B B  ROVER'S,12636 RESEARCH BLVD.,AUSTIN,TX,78759,5123359504,Package
BEVERAGE SOURCE,1551 W CHURCH ST,NEWARK,OH,430551563,17403441466,Package
CLASS SIX PACKAGE STORE,BUILDING 925-A MACDILL,TAMPA,FL,33608,8138402323,Package
ROYAL PARK WINE,17608 PEARL ROAD,STRONGSVILLE,OH,44136,4408788463,Package
GOODY GOODY #26,4701 COLLEYVILLE BLVD.,COLLEYVILLE,TX,76034,8172891663,Package
REIDERS MARKET*CASH ONLY*,7596 FREDLE DRIVE,CONCORD,OH,44077,4405791400,Package
SPEC'S LIQUOR #40,4820 HWY 6 NORTH,HOUSTON,TX,77084,2816564100,Package
MARKET SQUARE-LAKE JACK***,3511 N MONROE,TALLAHASSEE,FL,32303,8505628297,Package
MALT & WINE,16851 REDMOND WAY,SEATTLE,WA,98103,4258816461,Package
ML WINE SHOP,33644 WOODWARD AVE,BIRMINGHAM,MI,48009,2487234455,Package
UNIVERSAL PACKAGE STORE,19 PEARL STREET,NOANK,CT,06340,8605360122,Package
Lincolnwood Wine & Spirits,6929 N Lincoln Av,Lincolnwood,IL,607120000,8479838541,Package
VILLAGE BOTTLE SHOPPE #2,404 SAGAMORE PKWY WEST,WEST LAFAYETTE,IN,47906,7654973523,Package
SPEC'S #60,5775 AIRPORT BLVD STE. A,AUSTIN,TX,78752,7135268787,Package
NORTHEAST BEER(CASTOR),7324 CASTOR AVE.,PHILADELPHIA,PA,19152,2157453000,Package
Blokes And Birds,3343 N Clark St,Chicago,IL,606570000,3122868485,Package
LIENDOS BEER RUN,2219 SANCHEZ,LAREDO,TX,78040,333418956,Package
TIPPLES BREWS OF GAINES (ON),2440 SW 76TH STREET,GAINESVILLE,FL,32608,3525147162,Package
GOOD FOODS,455 SOUTHLAND DRIVE,LEXINGTON,KY,40503,18592781813,Package
WHOLE FOODS WINE AND SPIRITS,2315 30TH ST,BOULDER,CO,80301,3034449910,Package
COMMON MARKET-SOUTHSIDE,1515 SOUTH TRYON ST,CHARLOTTE,NC,28203,70433277820000000000,Package
COST PLUS WORLD MARKET # 080,1317 HWY 114 W. STE.100,GRAPEVINE,TX,76051,8174161400,Package
Binny's - Buffalo Grove,124 McHenry Rd,Buffalo Grove,IL,600890000,8474592200,Package
SPEC'S #76,1100 HWY 290 EAST,ELGIN,TX,78621,0,Package
GIANT GETTYSBURG #6267,44 NATURAL SPRINGS ROAD,GETTYSBURG,PA,17325,7173370017,Package
English,444 N Lasalle St,Chicago,IL,606100000,3122226200,Package
CORAL BAY WINE AND SPIRITS,6624 W 10TH ST,GREELEY,CO,80634,9703565418,Package
WHOLE FOODS-REDMOND WK,17991 REDMOND WAY,REDMOND,WA,980524907,4258812600,Package
KEGS & BARRELS #2,1905 15TH W,PLANO,TX,75075,9725475099,Package
COLLEGE LIQUORS INC,2695 PATTERSON RD,GRAND JUNCTION,CO,81506,9702550670,Package
WOODS WHOLESALE WINE,20787 MACK AVE,GROSSE PT. WOODS,MI,48236,3138825420,Package
TOTAL WINE-#612 UNCC,440 EAST MCCULOGH DR,CHARLOTTE,NC,28062,70471410400000000000,Package
BOURBON STREET - 6 LEBANO,1214 HIGHWAY 22 EAST,LEBANON,NJ,08833,9082360215,Package
TRIG'S (B),1600 ACADEMY AVENUE,STEVENS POINT,WI,54481,7153410200,Package
SPEC'S LIQUOR #30,1420 LOOP 336 WEST #100,CONROE,TX,77302,9364417161,Package
EVERGREEN DISCOUNT LIQUORS,3847 S EVERGREEN PKWY,EVERGREEN,CO,80439,3036746668,Package
SHEP'S FOODMART,2001 4TH ST N,ST PETERSBURG,FL,337044309,7278236567,Package
FIRKIN TAVERN,1400 PARKWAY AVE,EWING,NJ,08628,6097710100,Package
BOTTLE KING - WAYNE,1950 RT 23 NORTH,WAYNE,NJ,07470,9738722332,Package
BEACH LIQUORS,1257 AIRPORT RD,DESTIN,FL,32541,8508379463,Package
KAHN'S WINE & SPIRITS -- NORTH WILL,2342 W. 86TH ST.,INDIANAPOLIS,IN,46268,2289463,Package
TYLER'S BOTTLE SHOP,102A EAST MAIN ST.,CARRBORO,NC,27510,91994231160000000000,Package
COLASANTIS MARKET,468 S. MILFORD ROAD,HIGHLAND TOWNSHIP,MI,48357,2488870012,Package
SHOP RITE - WHARTON,306 RT 15 SOUTH,WHARTON,NJ,07885,9733619477,Package
IDLE RICH  THE,2614 MCKINNEY AVE,DALLAS,TX,75204,2149659926,Package
THE NOOK,3305 BOB WALLACE AVE,HUNTSVILLE,AL,35805,12566847475,Package
CHAL-BRIT BEVERAGE,214 E. BUTLER AVE.,CHALFONT,PA,18914,2158228645,Package
BOULDER WINE MERCHANTS,2690 BROADWAY,BOULDER,CO,80304,3034436761,Package
WORLD WINES & LIQUOR,8760 MENTOR AVE.,MENTOR,OH,44060,4402551311,Package
WHOLE FOODS MARKET,4021 HILLSBORO PIKE,NASHVILLE,TN,372150000,6154405100,Package
MORTON'S-THE STEAKHOUSE,2333 PONCE DE LEON BLVD,CORAL GABLES,FL,33134,3054421662,Package
BREWERS KETTLE,2505 NORTH MAIN STREET,HIGH POINT,NC,27262,33687084490000000000,Package
CRAZY BRUCE'S,1224 FARMINGTON AVENUE,BRISTOL,CT,06010,8605824523,Package
ARROW WINE KETTERING,2950 FAR HILLS AVE,KETTERING,OH,45429,9372981456,Package
COST PLUS 109 N OLMSTED,26145 GREAT NORTHERN BLVD,NORTH OLMSTED,OH,44070,4407346053,Package
SPIRITS UNLIMITED - MIDDL,853 HWY. 35,MIDDLETOWN,NJ,07748,7329579700,Package
HOVER CROSSING WINE & SPIRITS,1844 HOVER ST # E,LONGMONT,CO,80501,3037722045,Package
BOURBON STREET -  7 FLEMI,326 RT. 31 SUITE 100,FLEMINGTON,NJ,08822,9082379463,Package
SPEC'S LIQUOR #12,14625 MEMORIAL DR,HOUSTON,TX,77079,2818709778,Package
SPEC'S #127,3200 PIONEER PKWY. W.,DALWORTHINGTON GARDENS,TX,76013,8175420200,Package
TRENTON RD TAV,1024 TRENTON RD,FALLSINGTON,PA,19054,2157361389,Package
JOSEPHS BEV CTR,4129 TALMADGE RD/SYLVANIA,TOLEDO,OH,43623,4194721421,Package
MARKET STREET #560,5605 COLLEYVILLE BLVD.,COLLEYVILLE,TX,76034,8175775020,Package
GOODY GOODY #16,103 FM 423,LITTLE ELM,TX,75068,4693626436,Package
EGAN & SON'S,|118 WALNUT STREET,MONTCLAIR,NJ,07042,9737441413,Package
BLVD FINE WINE & SPIRITS,10995 OWINGS MILLS BLV,OWINGS MILLS,MD,21117,4109989105,Package
FOSSIL CREEK LIQUOR #7,4130 BOWEN RD. S.,DALWORTHINGTON GARDENS,TX,75016,8173750428,Package
SUGAR HOUSE,2130 MICHIGAN AVE.,DETROIT,MI,48216,0,Package
FAIRWAY MARKET-WINES & SPIRITS,699 CANAL ST,STAMFORD,CT,069020000,2033889815,Package
TOP SHELF LIQUOR,6660 ALLEN ROAD,ALLEN PARK,MI,48101,3133815670,Package
BARLEY HOPSTERS,43-45 N SANDUSKY ST,DELAWARE,OH,430151925,17404174250,Package
COST PLUS WORLD MARKET # 323,550 TOWN CENTER BLVD,GARLAND,TX,75235,9724952600,Package
A&P ALLENDALE,4 DEMECURIO DR.,ALLENDALE,NJ,07401,2019349161,Package
HUMMELSTOWN BEVERAGE,659 E. MAIN STREET,HUMMELSTOWN,PA,170361839,7175668231,Package
EVERGREEN LIQUORS INC,12017 SHELBYVILLE ROAD,LOUISVILLE,KY,40243,5022441957,Package
CURRAGH,73 EAST 8TH ST,HOLLAND,MI,49423,6163936340,Package
BOX BAR,777 W ANN ARBOR TRAIL,PLYMOUTH,MI,48170,7344595350,Package
ELLIOT BEVERAGE,573 UNION AVE.,BRIDGEWATER,NJ,08887,7323560273,Package
TOTAL WINE & MORE #1402,300 ANDOVER PARK W,TUKWILA,WA,98188,2065756280,Package
Famous Liquors - Madison,7714 W Madison,Forest Park,IL,601300000,7083662500,Package
The Red Lion,4749-53 N Rockwell,Chicago,IL,606250000,7736541341,Package
PUBLIX #1397,1776 BISCAYNE BLVD,MIAMI,FL,33132,3053583433,Package
ROSS GRANVILLE MARKET,484 S MAIN ST,GRANVILLE,OH,430231470,17405872811,Package
LIQUOR LOFT,1717 W TENNESSEE STREET,TALLAHASSEE,FL,32304,8508785638,Package
MIAMI VALLEY WINE TIPP,943 WEST MAIN STREET,TIPP CITY,OH,45371,9376673614,Package
WHOLE FOODS-7 CHAPEL HILL,81 SOUTH ELLIOT ROAD,CHAPEL HILL,NC,27514,91996819830000000000,Package
ENCHANTED FOREST WINE& SPIRITS,10010 BALT NATL PIKE,ELLICOTT CITY,MD,21043,4104654262,Package
KINGS - MORRISTOWN,191 SOUTH STREET,MORRISTOWN,NJ,07960,9738984517,Package
OTTO'S BEVERAGE/ CEDARBURG*,W63 N157 WASHINGTON AVE,CEDARBURG,WI,53012 272,2623774360,Package
COST PLUS WORLD MARKET # 205,6101 LONG PRAIRIE RD,FLOWER MOUND,TX,75208,8175401829,Package
HUDSON VINE,ONE SECOND STREET,JERSEY CITY,NJ,07302,2016560707,Package
STOP BY JOE'S FOOD,6412 N MAIN,HOUSTON,TX,77009,7138685064,Package
CHURCHILL'S-P BURG,26625 N DIXIE HWY/RT 25,PERRYSBURG,OH,43551,8726900,Package
JOE CANALS - WEST DEPTFOR,1075 MANTUA PIKE,WEST DEPTFORD,NJ,08096,8564648787,Package
221-B BAKER ST PUB & GRIL,25 WATERWAY AVENUE,THE WOODLANDS,TX,77380,2813627431,Package
WORLD OF BEER,4437 LYONS RD #E-101,COCONUT CREEK,FL,33073,9548500766,Package
UNION WINE & SPIRITS,295 SO UNION BLVD,LAKEWOOD,CO,80228,3039892184,Package
FALAFEL BISTRO,5677 CORAL RIDGE DRIVE,CORAL SPRINGS,FL,33076,9543465300,Package
ASHLAND BEVERAGE CENTER,744 WINCHESTER AVE,ASHLAND,KY,41101,6063292866,Package
MAIN STREET WINE CELLARS,300 MAIN ST,MADISON,NJ,07940,9734088383,Package
RED HAWK BAR & GRILL,316 S. STATE ST.,ANN ARBOR,MI,48104,7349944004,Package
WORLD OF BEER,5005 COOPER ST. S.,ARLINGTON,TX,76017,8177654380,Package
HILTON/WALDORF-ASTORIA BONNETT,14100 200 BONNET CREEK RESORT,ORLANDO,FL,32821,4075975500,Package
MOCKINGBIRD CAFE,1225 N MONROE STREET,TALLAHASSEE,FL,32303,8502224956,Package
WINE ACADEMY - HAZLET,2996 ROUTE 35 SOUTH,HAZLET,NJ,07730,0,Package
BONNIE BRAE WINE & LIQUOR MART,785 S UNIVERSITY,DENVER,CO,80209,3037337261,Package
LAS COLINAS BEVERAGES,4000  MACARTHUR N,IRVING,TX,75038,9726500506,Package
GETTYSBURG BEER MART,646 YORK ST,GETTYSBURG,PA,17325,0,Package
THREE LIONS PUB,4515 N OAKLAND AVENUE,SHOREWOOD,WI,53211,0,Package
COST PLUS WORLD MARKET # 213,1400 S LOOP 288,DENTON,TX,76205,8175401829,Package
LA BODEGA,530 EAST BENSON BLVD  STE 5,ANCHORAGE,AK,99503,9075693800,Package
WOODY'S SMOKES & BREWS,1935 MALLORY LN STE 110,FRANKLIN,TN,370670000,7789760,Package
3-S LIQUOR,8031 WADSWORTH D6,ARVADA,CO,80003,3034223001,Package
FRANK SMITH,180 SHOEMAKER RD,POTTSTOWN,PA,19464,6103231320,Package
LONDONER PUB & GRILL  THE,5150 COLLEYVILLE BLVD.,COLLEYVILLE,TX,76034,2149792333,Package
THE CORK FINE WINE & SPIRITS,1597 EAST MAIN ST.,TORRINGTON,CT,067900000,8604960400,Package
NO 121,121 PUBLIC SQ  SUITE 10,TROY,OH,45373,9373617946,Package
GOSHEN BEVERAGE,102 TURNER LANE,WEST CHESTER,PA,19380,6104366555,Package
STACK'S,175 LINCOLNWAY,VALPARAISO,IN,46383,9202423539,Package
BIG STAR BEER MKT,1117-1119 N NORTHGATE WAY,SEATTLE,WA,98122,2067290797,Package
WHIP-IN,1950 S.IH 35,AUSTIN,TX,78704,5124425337,Package
SATELLITE BAR & LOUNGE,120 GREENFIELD STREET,WILMINGTON,NC,28401,91052080840000000000,Package
WINE MAESTRO-STATESVILLE,121 WEST BROAD STREET,STATESVILLE,NC,28677,70488394630000000000,Package
POUR VOUS BEER MARKET,263 INDIAN LAKE BLVD,HENDERSONVILLE,TN,370750000,6155907094,Package
MELBOURNE BEACH SUPER MARKET,302 OCEAN AVE,MELBOURNE BEACH,FL,32901,3216765225,Package
KEG & WINE,15590 BEECH DALY,REDFORD,MI,48239,3135381888,Package
CARROLLWOOD CARMEL CAFE & WINE,14306 N DALE MABRY HWY,TAMPA,FL,33618,7277244228,Package
CANALS - MT. EPHRAIM,210 N. BLACK HORSE PIKE,MT. EPHRAIM,NJ,08059,8569310123,Package
KNOXVILLE BREWFEST,306 DEPOT AVENUE,NASHVILLE,TN,372280000,6158518922,Package
Bottles and Cans,4109 N Lincoln Av,Chicago,IL,606180000,7732439389,Package
ARROW WINE CENTERVILLE,615 LYONS RD,CENTERVILLE,OH,45459,9374336778,Package
BRAWLEY'S BEVERAGE,4620 PARK ROAD,CHARLOTTE,NC,28209,70452113000000000000,Package
PUBLIX 1307,3838 BRITTON PLAZA,TAMPA,FL,33611,8138350278,Package
THE BEER DISPENSARY,112 NORTH SALEM ST,APEX,NC,27502,91926760400000000000,Package
WOODMAN'S #31,1099 S GRAND AVE,SUN PRAIRIE,WI,53590,6088251511,Package
SIGEL LIQUOR # 1,5757  GREENVILLE AVE,DALLAS,TX,75206,2147394012,Package
BEER ARMY,1244 US 70 E,NEW BERN,NC,28560,91055411400000000000,Package
GRILL AT BROKEN TEE THE,2101 W OXFORD AVE,SHERIDAN,CO,80110,3037815261,Package
PUBLIX 1269,18955 US HWY 441,MOUNT DORA,FL,32757,3523830368,Package
BAXTER'S PARTY STORE,293 N. ZEEB,ANN ARBOR,MI,48103,7343329510,Package
BEER KEG DEPOT,6601 DEL SOL,ALAMOSA,CO,81101,7195892960,Package
PEACE STREET MARKET,804 WEST PEACE ST,RALEIGH,NC,27605,91983470700000000000,Package
COLLINS PACKAGE STORE,552 HALFWAY HOUSE ROAD,WINDSOR LOCKS,CT,06096,8606238588,Package
BOULDER WINE & SPIRITS,3325 28TH STREET,BOULDER,CO,80302,3034429800,Package
World of Beer-Evanston,1601 Sherman Av,Evanston,IL,602010000,8474444844,Package
CHOICE BEVERAGE,4600  ELDORADO,MCKINNEY,TX,75070,6302093783,Package
LIQUOR BARN 990 BOW GREEN,2625 SCOTTSVILLE ROAD,BOWLING GREEN,KY,42104,12704679998,Package
TRADER JOE'S #507,262 DANIEL WEBSTER HWY,NASHUA,NH,03060,6038885460,Package
JOHNNY LAS OLAS,625 E LAS OLAS BLVD,FT LAUDERDALE,FL,33301,9547617920,Package
ANGELBECKS,621 VALLEY RD,UPPER MONTCLAIR,NJ,07043,9737441375,Package
LIQUOR SHED,4241 EAST 2ND STREET,CASPER,WY,82609,3072377110,Package
Santori's Liquors,3529 Ridge Rd,Lansing,IL,604380000,7087470334,Package
CHUCK EVANS' LIQ OUTLET,3513 LOUISVILLE RD,BOWLING GREEN,KY,42101,5025635850,Package
DOC'S WORLD OF BEERS,701 CATHEDRAL ROAD,PHILADELPHIA,PA,19128,2154824338,Package
TEX MEX BEER & WINE,3349 WESTERN CENTER BLVD.,FORT WORTH,TX,76137,6822869463,Package
BEER STOP(RISING SUN),4252 RISING SUN AVE.,PHILADELPHIA,PA,19140,2154557867,Package
